userId,rank,title,predictedRating,genres
1,1,Miracle on 34th Street (1994),5.098047192469599,Drama
1,2,John Wick: Chapter Two (2017),4.991636453327785,"Crime,Thriller,Action"
1,3,"Postman, The (Postino, Il) (1994)",5.03096060972454,"Romance,Drama,Comedy"
1,4,Dogma (1999),4.774748078340078,"Adventure,Fantasy,Comedy"
1,5,Wallace & Gromit: A Close Shave (1995),4.626812666937398,"Animation,Children,Comedy"
1,6,Black Christmas (1974),4.505508661693133,"Mystery,Horror,Thriller"
1,7,Snowden (2016),4.635834957133402,"Thriller,Drama"
1,8,"Rocky Horror Picture Show, The (1975)",4.445603712851497,"Musical,Sci-Fi,Horror,Comedy"
1,9,Blackfish (2013),4.312922138117383,Documentary
1,10,Grave of the Fireflies (Hotaru no haka) (1988),4.534492989409929,"Animation,War,Drama"
1,11,Noises Off... (1992),4.524766600930669,Comedy
1,12,Mulholland Drive (2001),4.533391886242672,"Crime,Drama,Film-Noir,Mystery,Thriller"
1,13,Little Big Man (1970),4.259471096229723,Western
1,14,Band of Brothers (2001),4.515424088884228,"Drama,War,Action"
1,15,The Accountant (2016),4.55585939325467,"Crime,Thriller,Drama"
1,16,Out of Africa (1985),4.547219920105592,"Romance,Drama"
1,17,"Bourne Ultimatum, The (2007)",4.615505745071501,"Crime,Thriller,Action"
1,18,2001: A Space Odyssey (1968),4.430047002254889,"Adventure,Sci-Fi,Drama"
1,19,Four Lions (2010),4.495536566078886,"Drama,Comedy"
1,20,8 1/2 (8½) (1963),4.440333198755628,"Fantasy,Drama"
2,1,Ikiru (1952),5.57899515635013,Drama
2,2,Noises Off... (1992),5.539563164338632,Comedy
2,3,Spirited Away (Sen to Chihiro no kamikakushi) (2001),5.455335065335045,"Adventure,Fantasy,Animation"
2,4,Little Big Man (1970),5.451965797106506,Western
2,5,Blackfish (2013),5.4299235626445626,Documentary
2,6,London Boulevard (2010),5.205866541931474,"Crime,Romance"
2,7,Oculus (2013),5.162850749094462,Horror
2,8,"Third Man, The (1949)",5.130176922451748,"Film-Noir,Mystery,Thriller"
2,9,State and Main (2000),5.418087523259062,"Drama,Comedy"
2,10,"Bill Cosby, Himself (1983)",5.4123843332334,"Documentary,Comedy"
2,11,Grave of the Fireflies (Hotaru no haka) (1988),5.344483894568454,"Animation,War,Drama"
2,12,Don't Look Now (1973),5.336988937568992,"Thriller,Horror,Drama"
2,13,Dead Alive (Braindead) (1992),5.31387903759313,"Fantasy,Horror,Comedy"
2,14,"Remains of the Day, The (1993)",5.368438252507845,"Romance,Drama"
2,15,Logan (2017),5.047934547208463,"Sci-Fi,Action"
2,16,Band of Brothers (2001),5.330807041613833,"Drama,War,Action"
2,17,Barcelona (1994),5.320550108247819,"Romance,Comedy"
2,18,"Fall, The (2006)",5.285077536275801,"Adventure,Fantasy,Drama"
2,19,Life Is Beautiful (La Vita è bella) (1997),5.289312786484541,"Romance,Drama,War,Comedy"
2,20,"Rocky Horror Picture Show, The (1975)",5.229156127494405,"Musical,Sci-Fi,Horror,Comedy"
3,1,"Rocky Horror Picture Show, The (1975)",4.897195818093233,"Musical,Sci-Fi,Horror,Comedy"
3,2,Band of Brothers (2001),4.640276217006314,"Drama,War,Action"
3,3,Blackfish (2013),4.618013736042743,Documentary
3,4,Little Big Man (1970),4.589502706698058,Western
3,5,State and Main (2000),4.700312437155424,"Drama,Comedy"
3,6,Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.488625874849902,"Adventure,Fantasy,Animation"
3,7,Dial M for Murder (1954),4.487795106746326,"Crime,Mystery,Thriller"
3,8,Pride and Prejudice (1995),4.631853067493409,"Romance,Drama"
3,9,Noises Off... (1992),4.668618357906619,Comedy
3,10,Grave of the Fireflies (Hotaru no haka) (1988),4.599001149399869,"Animation,War,Drama"
3,11,8 1/2 (8½) (1963),4.50303035976492,"Fantasy,Drama"
