userId,movieId,rating,timestamp
1,171,5,889751711
1,111,5,889751711
1,242,5,889751633
1,32,5,888732909
1,270,5,888732827
1,6,5,887431973
1,221,5,887431921
1,129,5,887431908
1,258,5,878873389
1,228,5,878543541
2,316,5,888979693
2,272,5,888979061
2,251,5,888552084
2,50,5,888552084
2,313,5,888552084
2,242,5,888552084
2,283,5,888552084
2,311,5,888552084
2,100,5,888552084
2,127,5,888552084
3,320,5,889237482
3,328,5,889237455
3,321,5,889237455
3,347,5,889237455
3,340,5,889237455
3,346,5,889237455
3,318,4,889237482
3,181,4,889237482
3,331,4,889237455
3,348,4,889237455
4,294,5,892004409
4,50,5,892003526
4,361,5,892002353
4,354,5,892002353
4,324,5,892002353
4,301,5,892002353
4,303,5,892002352
4,329,5,892002352
4,327,5,892002352
4,359,5,892002352
5,163,5,879197864
5,101,5,878844510
5,408,5,878844495
5,169,5,878844495
5,189,5,878844495
5,436,5,875720717
5,434,5,875637033
5,433,5,875636655
5,430,5,875636631
5,428,5,875636588
6,501,5,883602730
6,485,5,883602664
6,173,5,883602462
6,132,5,883602422
6,134,5,883602283
6,131,5,883602048
6,238,5,883601713
6,59,5,883601713
6,493,5,883601713
6,523,5,883601528
7,582,5,892135347
7,654,5,892135347
7,667,5,892135347
7,433,5,892135347
7,357,5,892135347
7,193,5,892135346
7,185,5,892135346
7,199,5,892135346
7,641,5,892135346
7,12,5,892135346
8,188,5,879362356
8,229,5,879362356
8,82,5,879362356
8,222,5,879362356
8,195,5,879362287
8,144,5,879362286
8,228,5,879362286
8,55,5,879362286
8,183,5,879362233
8,176,5,879362233
9,487,5,886960056
9,483,5,886960056
9,298,5,886960055
9,691,5,886960055
9,286,5,886960055
9,6,5,886960055
9,371,5,886960055
9,201,5,886960055
9,50,5,886960055
9,385,5,886960055
10,183,5,877893020
10,132,5,877893020
10,694,5,877892437
10,525,5,877892210
10,510,5,877892209
10,617,5,877892160
10,504,5,877892110
10,703,5,877892110
10,519,5,877892050
10,479,5,877891966
11,707,5,891906389
11,745,5,891905324
11,580,5,891905222
11,659,5,891904920
11,173,5,891904920
11,723,5,891904637
11,429,5,891904335
11,83,5,891904335
11,196,5,891904270
11,357,5,891904241
12,735,5,879960826
12,97,5,879960826
12,204,5,879960826
12,402,5,879960826
12,318,5,879960826
12,242,5,879960826
12,216,5,879960826
12,4,5,879960826
12,88,5,879960826
12,238,5,879960826
13,915,5,892015023
13,896,5,891036745
13,909,5,890704721
13,900,5,888279677
13,316,5,888073653
13,856,5,886303171
13,814,5,886302261
13,655,5,886261387
13,347,5,885185824
13,705,5,884538766
14,213,5,890881557
14,50,5,890881557
14,525,5,890881557
14,509,5,890881521
14,172,5,890881521
14,32,5,890881485
14,530,5,890881433
14,427,5,890881433
14,498,5,890881384
14,921,5,890881384
15,458,5,879456288
15,125,5,879456049
15,936,5,879455889
15,255,5,879455764
15,181,5,879455710
15,50,5,879455606
15,459,5,879455562
15,308,5,879455334
15,306,5,879455165
15,269,5,879455165
16,95,5,877728417
16,404,5,877728417
16,227,5,877727193
16,143,5,877727192
16,385,5,877727192
16,28,5,877727122
16,79,5,877727122
16,443,5,877727055
16,233,5,877727054
16,208,5,877727054
17,150,5,885272654
17,151,4,885272751
17,126,4,885272724
17,919,4,885272696
17,276,4,885272654
17,137,4,885272606
17,1,4,885272579
17,100,4,885272520
17,475,4,885272520
17,7,4,885272487
18,64,5,880132501
18,923,5,880132501
18,423,5,880132437
18,485,5,880132437
18,318,5,880132437
18,921,5,880132437
18,132,5,880132437
18,238,5,880132437
18,963,5,880132437
18,137,5,880132437
19,435,5,885412840
19,8,5,885412723
19,4,4,885412840
19,153,4,885412840
19,211,4,885412840
19,202,4,885412723
19,325,4,885412251
19,310,4,885412063
19,258,4,885411840
19,319,4,885411465
20,87,5,879669746
20,22,5,879669339
20,496,5,879669244
20,148,5,879668713
20,252,4,879669697
20,82,4,879669697
20,568,4,879669291
20,588,4,879669120
20,174,4,879669087
20,210,4,879669065
21,675,5,874951897
21,219,5,874951797
21,656,5,874951797
21,558,5,874951695
21,447,5,874951695
21,164,5,874951695
21,200,5,874951695
21,56,5,874951658
21,201,5,874951658
21,185,5,874951658
22,250,5,878888251
22,550,5,878888184
22,24,5,878888026
22,128,5,878887983
22,515,5,878887869
22,184,5,878887869
22,127,5,878887869
22,403,5,878887810
22,510,5,878887765
22,176,5,878887765
23,269,5,877817151
23,258,5,876785704
23,427,5,874789279
23,380,5,874787774
23,173,5,874787587
23,511,5,874786770
23,421,5,874786770
23,98,5,874786016
23,189,5,874785985
23,209,5,874785843
24,655,5,875323915
24,127,5,875323879
24,71,5,875323833
24,286,5,875323773
24,9,5,875323745
24,421,5,875323712
24,12,5,875323711
24,178,5,875323676
24,100,5,875323637
24,176,5,875323595
25,181,5,885853415
25,25,5,885853415
25,174,5,885853415
25,98,5,885853415
25,1,5,885853415
25,204,5,885853415
25,258,5,885853199
25,408,5,885852920
25,125,5,885852817
25,615,5,885852611
26,100,5,891386368
26,127,5,891386368
26,302,5,891386368
26,313,5,891386368
26,15,4,891386369
26,9,4,891386369
26,276,4,891386369
26,181,4,891386369
26,1012,4,891386369
26,50,4,891386368
27,123,5,891543191
27,100,5,891543129
27,370,4,891543245
27,121,4,891543191
27,298,4,891543164
27,515,4,891543009
27,9,4,891542942
27,246,4,891542897
27,1017,4,891542897
27,286,3,891543393
28,223,5,882826496
28,288,5,882826398
28,219,5,881961728
28,436,5,881961601
28,98,5,881961531
28,7,5,881961531
28,228,5,881961393
28,222,5,881961393
28,429,5,881960794
28,56,5,881957479
29,12,5,882821989
29,661,5,882821942
29,268,5,882820686
29,286,5,882820663
29,1018,4,882821989
29,480,4,882821989
29,79,4,882821989
29,182,4,882821989
29,1019,4,882821989
29,180,4,882821989
30,435,5,885941156
30,1007,5,885941156
30,286,5,885941156
30,531,5,885941156
30,242,5,885941156
30,258,5,885941156
30,174,5,885941156
30,313,5,885941156
30,135,5,885941156
30,69,5,885941156
31,705,5,881548110
31,504,5,881548110
31,493,5,881548110
31,1019,5,881548082
31,175,5,881548053
31,484,5,881548030
31,514,5,881548030
31,32,5,881548030
31,136,5,881548030
31,1022,5,881547814
32,475,5,883717766
32,298,5,883717581
32,268,5,883709797
32,628,4,883718121
32,405,4,883718008
32,276,4,883717913
32,248,4,883717816
32,7,4,883717766
32,250,4,883717684
32,249,4,883717645
33,313,5,891963290
33,348,4,891964404
33,323,4,891964373
33,343,4,891964344
33,329,4,891964326
33,678,4,891964306
33,260,4,891964306
33,682,4,891964274
33,333,4,891964259
33,292,4,891964244
34,899,5,888603123
34,299,5,888602923
34,898,5,888602842
34,329,5,888602808
34,324,5,888602808
34,990,5,888602808
34,332,5,888602742
34,292,5,888602742
34,1024,5,888602618
34,286,5,888602513
35,300,5,875458970
35,332,4,875459237
35,937,4,875459237
35,680,4,875459099
35,879,4,875459073
35,259,4,875459017
35,333,4,875459017
35,748,4,875458970
35,1025,3,875459237
35,261,3,875459046
36,339,5,882157581
36,883,5,882157581
36,882,5,882157581
36,885,5,882157581
36,358,5,882157581
36,1026,5,882157581
36,878,5,882157581
36,261,5,882157581
36,310,4,882157327
36,748,4,882157285
37,62,5,880916070
37,226,5,880916010
37,403,5,880915942
37,161,5,880915902
37,68,5,880915902
37,195,5,880915874
37,50,5,880915838
37,56,5,880915810
37,22,5,880915810
37,174,5,880915810
38,452,5,892434523
38,1030,5,892434475
38,447,5,892434430
38,1031,5,892433801
38,35,5,892433801
38,433,5,892433771
38,384,5,892433660
38,389,5,892433660
38,409,5,892433135
38,225,5,892433062
39,352,5,891400704
39,937,5,891400704
39,748,5,891400704
39,288,5,891400704
39,302,5,891400188
39,347,4,891400704
39,270,4,891400609
39,294,4,891400609
39,258,4,891400280
39,333,4,891400214
40,754,4,889041790
40,294,4,889041671
40,345,4,889041670
40,337,4,889041523
40,321,4,889041523
40,268,4,889041430
40,305,4,889041430
40,333,4,889041402
40,896,4,889041402
40,242,4,889041330
41,430,5,890692860
41,175,5,890687526
41,238,5,890687472
41,168,5,890687304
41,516,5,890687242
41,474,5,890687066
41,50,5,890687066
41,180,5,890687019
41,1,4,890692860
41,170,4,890687713
42,845,5,881110719
42,2,5,881109271
42,230,5,881109148
42,402,5,881108982
42,102,5,881108873
42,404,5,881108760
42,77,5,881108684
42,210,5,881108633
42,88,5,881108425
42,99,5,881108346
43,316,5,892349752
43,269,5,888177393
43,313,5,887076865
43,692,5,883955884
43,382,5,883955702
43,88,5,883955702
43,742,5,883955650
43,496,5,883955605
43,208,5,883955547
43,845,5,883955547
44,176,5,883613372
44,449,5,883613334
44,228,5,883613334
44,530,5,878348725
44,173,5,878348725
44,443,5,878348289
44,214,5,878348036
44,190,5,878348000
44,660,5,878347915
44,64,5,878347915
45,1,5,881013176
45,109,5,881012356
45,13,5,881012356
45,276,5,881012184
45,100,5,881010742
45,257,5,881008781
45,127,5,881007272
45,50,5,881007272
45,820,4,881015860
45,764,4,881015310
46,127,5,883616133
46,1062,5,883614766
46,1024,5,883614766
46,909,5,883614766
